ID,Make,Model,Make_Year,Color,Body_Type,kilometers_run,No_of_Owners,Seating_Capacity,Fuel_Type,Fuel_Tank_Capacity(L),CC_Displacement,Transmission,Transmission_Type,Power(BHP),Torque(Nm),kilometer_at_liter,Price
485,11,66,2020,13,3,27215.0,1,7,2,40,999,5,1,71.0,96.0,20.0,8211.111111111111
486,4,28,2014,3,4,62692.0,2,5,2,45,1197,5,1,82.85,113.0,18.5,5388.888888888889
487,4,24,2020,7,1,16234.0,1,5,1,45,1493,6,1,113.0,250.0,25.0,16266.666666666666
488,4,15,2018,7,4,39742.0,1,5,2,45,1197,5,2,82.0,115.0,18.6,7677.777777777777
489,9,56,2017,7,4,27876.0,1,5,2,32,998,5,1,67.05,90.0,21.79,5688.888888888889
490,4,15,2017,11,4,51511.0,1,5,1,45,1396,6,1,88.73,219.7,22.54,8755.555555555555
491,9,53,2012,2,4,82049.0,1,5,1,43,1248,5,1,74.0,190.0,22.9,5077.777777777777
492,9,45,2018,3,1,16257.0,1,5,2,37,1197,5,2,88.5,113.0,23.26,8388.888888888889
493,8,36,2020,13,2,39894.0,1,5,1,42,1497,6,1,115.0,300.0,20.0,14188.888888888889
494,9,46,2018,7,3,24630.0,1,5,2,40,1196,5,1,72.42,98.0,16.11,5022.222222222223
495,9,41,2013,11,4,74834.0,1,5,2,35,998,5,1,67.1,90.0,20.92,3344.4444444444443
496,9,41,2011,2,4,54857.0,2,5,2,35,998,5,1,67.1,90.0,20.92,2911.1111111111118
497,9,41,2013,11,4,59394.0,1,5,2,35,998,5,1,67.1,90.0,20.92,3422.222222222222
498,9,44,2020,13,1,8617.0,1,5,2,43,1696,5,1,103.25,138.0,20.65,11366.666666666666
499,2,7,2018,11,5,29028.0,1,5,2,42,1298,5,2,94.93,119.0,18.5,7055.555555555556
500,9,44,2020,7,1,4878.0,1,5,2,43,1696,5,1,103.25,138.0,20.65,11277.777777777776
501,9,41,2011,12,4,82262.0,2,5,2,35,998,5,1,67.1,90.0,20.92,2833.333333333333
502,9,53,2011,11,4,56696.0,1,5,2,43,1197,5,1,85.0,113.0,16.1,4400.0
503,4,14,2016,11,2,40249.0,1,5,2,60,1591,6,1,122.0,154.0,15.29,11233.333333333334
504,4,15,2015,11,4,29169.0,1,5,2,45,1197,5,1,82.0,115.0,18.6,7344.444444444444
505,9,50,2014,11,4,48449.0,1,5,2,43,1197,5,1,85.0,113.0,18.5,5000.0
506,15,85,2011,11,4,55512.0,1,5,2,45,1199,5,1,74.0,110.0,16.2,4833.333333333333
507,4,24,2014,13,1,81335.0,2,5,1,43,1582,4,1,126.0,260.0,21.9,8577.777777777777
508,9,40,2015,12,4,25388.0,1,5,2,35,796,5,1,47.3,69.0,22.74,3677.777777777778
509,11,62,2021,13,2,17120.0,1,5,2,40,1298,5,2,71.0,96.0,19.7,9222.222222222224
510,11,63,2021,12,4,25170.0,1,5,2,28,799,5,2,53.0,72.0,20.71,5388.888888888889
511,9,50,2014,5,4,67154.0,2,5,2,43,1197,5,1,85.0,113.0,18.5,4500.0
512,9,56,2012,7,4,40078.0,1,5,2,35,998,5,1,67.1,90.0,18.9,3855.555555555556
513,9,40,2017,7,4,10100.0,1,5,2,35,796,5,1,47.3,69.0,22.0,4100.0
514,4,15,2018,11,4,23326.0,1,5,2,45,1197,5,2,82.0,115.0,18.6,8533.333333333334
515,3,11,2016,11,4,56762.0,1,5,2,40,1199,5,2,88.7,110.0,18.7,6422.222222222223
516,9,40,2021,13,4,6363.0,1,5,2,35,796,5,1,47.3,69.0,22.05,4633.333333333333
517,9,56,2012,3,4,49799.0,1,5,2,35,998,5,1,67.1,90.0,18.9,3877.777777777778
518,3,11,2016,13,4,94873.0,1,5,2,40,1199,5,2,88.7,110.0,18.7,6400.0
519,2,4,2016,3,2,69414.0,1,5,2,52,999,5,1,124.0,170.0,18.9,6988.888888888889
520,4,27,2014,11,4,40450.0,1,5,2,35,1197,5,1,78.9,111.8,20.36,4700.0
521,2,4,2014,13,2,86120.0,1,5,1,52,1498,5,1,98.96,215.0,21.7,7144.444444444444
522,4,15,2018,11,4,29948.0,1,5,2,45,1197,5,2,82.0,115.0,18.6,8188.888888888889
523,11,63,2019,7,4,22356.0,1,5,2,28,799,5,1,53.3,72.0,25.17,4722.222222222223
524,4,27,2011,7,4,77554.0,1,5,2,35,1086,5,1,68.05,99.04,19.81,3666.6666666666665
525,6,31,2020,11,2,18499.0,1,5,2,50,1497,6,1,113.4,114.0,16.8,15211.111111111111
526,9,46,2019,7,3,27462.0,1,5,2,40,1196,5,1,72.42,98.0,16.11,4844.444444444444
527,3,13,2019,11,2,53948.0,1,5,2,40,1199,5,1,88.5,110.0,16.5,9811.111111111111
528,6,31,2020,11,2,20280.0,1,5,2,50,1353,6,1,138.0,242.0,16.1,17888.88888888889
529,4,25,2011,13,1,75713.0,2,5,2,45,1599,5,2,103.0,147.0,11.8,4444.444444444444
530,9,41,2019,7,4,35607.0,1,5,2,35,998,5,1,67.0,90.0,24.07,4766.666666666667
531,9,46,2017,12,3,75728.0,1,5,2,40,1196,5,1,72.42,98.0,16.11,4533.333333333333
532,4,27,2015,13,4,26176.0,2,5,2,35,1197,5,1,78.9,111.8,20.36,4533.333333333333
533,9,45,2018,3,1,19949.0,1,5,2,37,1197,5,2,88.5,113.0,24.12,8211.111111111111
534,11,61,2015,11,2,59680.0,1,5,1,50,1596,5,1,108.0,248.0,19.6,8377.777777777777
535,11,61,2015,11,2,59680.0,1,5,1,50,1596,5,1,108.0,248.0,19.6,8377.777777777777
536,11,61,2015,11,2,59680.0,1,5,1,50,1461,5,1,108.0,248.0,19.6,8377.777777777777
537,11,61,2015,11,2,59680.0,1,5,1,50,1461,5,1,108.0,248.0,19.6,8377.777777777777
538,4,26,2014,13,1,68363.0,1,5,2,43,1197,5,1,81.0,114.0,19.1,5122.222222222223
539,11,66,2020,11,3,12256.0,1,7,2,40,999,5,2,72.0,96.0,18.2,8133.333333333333
540,11,66,2019,9,3,16554.0,1,7,2,40,999,5,1,71.0,96.0,20.0,7788.888888888889
541,4,27,2015,12,4,38156.0,2,5,2,35,1197,5,1,78.9,111.8,20.36,4511.111111111111
542,9,40,2012,13,4,66016.0,1,5,2,35,796,5,1,47.3,69.0,22.74,3011.1111111111118
543,4,16,2013,3,4,24862.0,1,5,2,32,814,5,1,55.2,74.5,21.1,3255.555555555556
544,14,79,2012,12,1,67312.0,2,5,2,45,1496,5,1,90.0,132.0,17.57,4088.8888888888887
545,4,18,2013,11,4,68842.0,1,5,2,43,1197,5,1,82.0,114.0,18.9,4966.666666666667
546,3,13,2018,5,2,48924.0,1,5,1,40,1498,6,1,97.89,200.0,23.7,10133.333333333334
547,9,54,2011,7,1,71460.0,1,5,2,43,1298,5,1,85.8,114.0,17.5,4300.0
548,11,63,2019,11,4,33661.0,1,5,2,28,999,5,1,67.0,91.0,23.01,4977.777777777777
549,14,82,2020,13,1,33394.0,2,5,2,42,1596,5,1,105.94,140.0,18.1,11677.777777777776
550,14,82,2020,13,1,33394.0,2,5,2,42,1596,5,1,105.94,140.0,18.1,11677.777777777776
551,14,82,2020,13,1,33394.0,2,5,2,42,1496,5,1,105.94,140.0,18.1,11677.777777777776
552,14,82,2020,13,1,33394.0,2,5,2,42,1496,5,1,105.94,140.0,18.1,11677.777777777776
553,14,82,2019,5,1,9242.0,1,5,2,42,1596,6,1,105.94,140.0,17.18,10155.555555555557
554,14,82,2019,5,1,9242.0,1,5,2,42,1596,6,1,105.94,140.0,17.18,10155.555555555557
555,14,82,2019,5,1,9242.0,1,5,2,42,1496,6,1,105.94,140.0,17.18,10155.555555555557
556,14,82,2019,5,1,9242.0,1,5,2,42,1496,6,1,105.94,140.0,17.18,10155.555555555557
557,4,24,2014,13,1,88267.0,1,5,2,43,1591,5,2,121.0,158.0,17.01,6644.444444444444
558,7,32,2020,12,2,13185.0,1,5,1,60,1596,5,1,167.68,350.0,17.41,20244.444444444445
559,7,32,2020,12,2,13185.0,1,5,1,60,1596,5,1,167.68,350.0,17.41,20244.444444444445
560,7,32,2020,12,2,13185.0,1,5,1,60,1956,6,1,167.68,350.0,17.41,20244.444444444445
561,7,32,2020,12,2,13185.0,1,5,1,60,1956,6,1,167.68,350.0,17.41,20244.444444444445
562,6,31,2020,13,2,25450.0,1,5,2,50,1353,6,1,138.0,242.0,16.1,17655.555555555555
563,14,82,2020,13,1,37283.0,2,5,2,42,1596,5,1,105.94,140.0,18.1,11411.111111111111
564,14,82,2020,13,1,37283.0,2,5,2,42,1596,5,1,105.94,140.0,18.1,11411.111111111111
565,14,82,2020,13,1,37283.0,2,5,2,42,1496,5,1,105.94,140.0,18.1,11411.111111111111
566,14,82,2020,13,1,37283.0,2,5,2,42,1496,5,1,105.94,140.0,18.1,11411.111111111111
567,9,44,2019,3,1,41804.0,1,5,2,43,1696,5,1,103.25,138.0,20.65,9588.888888888889
568,9,56,2011,11,4,72631.0,1,5,2,35,998,5,1,67.1,90.0,18.9,3500.0
569,11,63,2019,7,4,37865.0,1,5,2,28,999,5,1,67.0,91.0,23.01,4811.111111111111
570,4,18,2014,13,4,72514.0,1,5,2,43,1197,5,1,82.0,114.0,18.9,5044.444444444444
571,11,62,2021,12,2,21304.0,1,5,2,40,1298,5,2,71.0,96.0,19.17,8966.666666666666
572,9,53,2021,11,4,7881.0,1,5,2,37,1197,5,1,81.8,113.0,21.21,8155.555555555556
573,8,34,2016,2,2,54656.0,1,7,1,60,2179,5,1,120.0,280.0,15.4,11711.111111111111
574,9,43,2014,7,4,39400.0,1,5,2,35,998,5,2,67.04,90.0,23.1,4988.888888888889
575,12,67,2012,12,1,52326.0,1,5,2,55,1598,6,2,103.0,153.0,14.3,5977.777777777777
576,4,29,2018,5,5,24310.0,1,5,2,45,1197,5,2,82.0,115.0,17.19,9811.111111111111
577,4,18,2017,12,4,25966.0,1,5,2,43,1197,5,2,81.86,113.75,18.9,6044.444444444444
578,3,10,2011,2,1,90745.0,1,5,2,42,1497,5,2,118.0,146.0,10.4,5388.888888888889
579,4,23,2019,3,2,21628.0,1,5,2,45,998,6,1,118.35,171.6,18.27,11055.555555555557
580,11,66,2020,3,3,43164.0,1,7,2,40,999,5,2,72.0,96.0,18.2,8355.555555555555
581,9,39,2011,2,4,16061.0,2,5,2,35,796,5,1,46.3,62.0,19.7,2955.555555555556
582,4,26,2015,3,1,65025.0,1,5,2,43,1197,4,2,81.0,114.0,16.1,6122.222222222223
583,4,18,2014,2,4,26974.0,1,5,2,43,1197,5,1,82.0,114.0,18.9,5300.0
584,9,54,2013,1,1,23778.0,1,5,2,42,1197,5,1,85.8,114.0,19.1,5811.111111111111
585,4,24,2020,2,1,7594.0,1,5,2,45,1497,5,2,113.0,144.0,18.4,15800.0
586,9,40,2020,3,4,21075.0,1,5,2,35,796,5,1,47.3,69.0,22.05,4777.777777777777
587,14,82,2020,5,1,7122.0,1,5,2,42,1596,6,1,105.94,140.0,17.18,9933.333333333334
588,14,82,2020,5,1,7122.0,1,5,2,42,1596,6,1,105.94,140.0,17.18,9933.333333333334
589,14,82,2020,5,1,7122.0,1,5,2,42,1496,6,1,105.94,140.0,17.18,9933.333333333334
590,14,82,2020,5,1,7122.0,1,5,2,42,1496,6,1,105.94,140.0,17.18,9933.333333333334
591,7,32,2019,11,2,25219.0,1,5,2,60,1451,6,2,141.0,250.0,13.96,18888.88888888889
592,8,34,2015,3,2,94751.0,2,7,1,60,2179,5,1,120.0,280.0,15.4,10155.555555555557
593,9,44,2020,3,1,26246.0,1,5,2,43,1696,5,1,103.25,138.0,20.65,10788.888888888889
594,9,44,2015,5,1,93570.0,2,5,2,43,1373,4,2,91.0,130.0,19.12,6588.888888888889
595,9,54,2014,13,1,70563.0,2,5,2,42,1197,4,2,85.8,114.0,19.1,5544.444444444444
596,2,7,2020,6,5,14965.0,1,5,2,42,1298,5,2,94.93,119.0,18.5,8088.888888888889
597,11,63,2015,4,4,33390.0,1,5,2,28,799,5,1,53.3,72.0,25.17,3188.8888888888887
598,9,50,2011,5,4,53349.0,1,5,2,45,1197,5,1,85.0,113.0,18.5,4144.444444444444
599,9,43,2014,12,4,87635.0,1,5,2,35,998,5,2,67.04,90.0,23.1,4488.888888888889
600,9,56,2011,7,4,77919.0,1,5,2,35,998,5,1,67.1,90.0,18.9,3533.333333333333
601,2,4,2017,13,2,84118.0,1,5,2,52,1499,6,2,110.0,140.0,16.5,8077.777777777777
602,4,20,2018,13,4,22735.0,1,5,2,35,1086,5,1,68.07,99.07,20.3,4966.666666666667
603,4,14,2017,2,2,50749.0,1,5,1,60,1582,6,1,126.0,265.0,19.67,12777.777777777776
604,3,12,2015,11,3,45754.0,2,7,2,42,1497,5,1,118.0,145.0,17.3,6722.222222222223
605,8,34,2015,13,2,72696.0,1,7,1,60,2179,6,2,120.0,280.0,15.4,12411.111111111111
606,4,18,2015,9,4,99001.0,1,5,2,43,1197,4,2,82.0,114.0,18.9,5622.222222222223
607,4,15,2017,3,4,85933.0,1,5,2,45,1197,5,1,81.83,114.7,18.6,6777.777777777777
608,1,2,2014,11,4,55890.0,2,5,2,35,1798,5,1,67.05,104.0,19.02,3222.222222222222
609,15,86,2013,2,1,88105.0,1,5,2,55,1598,6,2,103.0,153.0,14.4,6022.222222222223
610,7,32,2019,2,2,20761.0,1,5,2,60,1451,6,2,141.0,250.0,13.96,19111.11111111111
611,9,50,2016,13,4,56280.0,1,5,2,43,1197,5,1,85.0,113.0,18.5,5811.111111111111
612,3,13,2017,7,2,37043.0,1,5,2,40,1199,5,1,88.5,110.0,16.5,8277.777777777777
613,8,34,2015,13,2,79576.0,1,7,1,60,2179,6,2,120.0,280.0,15.4,11688.888888888889
614,4,17,2017,13,1,29759.0,1,5,2,43,1591,5,1,121.0,158.0,17.4,9488.888888888889
615,2,4,2017,11,2,28559.0,1,5,2,52,1499,5,1,110.0,140.0,15.8,8755.555555555555
616,9,50,2013,13,4,18214.0,1,5,2,43,1197,5,1,85.0,113.0,18.5,5111.111111111111
617,4,15,2015,13,4,92256.0,1,5,1,45,1396,6,1,88.73,219.7,22.54,7655.555555555556
618,3,12,2015,12,3,42933.0,2,7,2,42,1497,5,1,118.0,145.0,17.3,7088.888888888889
619,4,24,2020,3,1,18146.0,1,5,2,45,1497,5,2,113.0,144.0,18.4,16200.0
620,4,15,2016,11,4,29602.0,1,5,1,45,1396,6,1,88.73,219.7,22.54,9044.444444444443
621,7,32,2020,12,2,26994.0,1,5,2,60,1451,6,2,141.0,250.0,13.96,19711.11111111111
622,9,50,2013,13,4,47642.0,2,5,2,43,1197,5,1,85.0,113.0,18.5,5055.555555555556
623,9,41,2012,11,4,67041.0,1,5,2,35,998,5,1,67.1,90.0,20.92,3488.8888888888887
624,7,32,2020,11,2,30234.0,1,5,1,60,1596,5,1,167.68,350.0,17.41,22433.33333333333
625,7,32,2020,11,2,30234.0,1,5,1,60,1596,5,1,167.68,350.0,17.41,22433.33333333333
626,7,32,2020,11,2,30234.0,1,5,1,60,1956,6,1,167.68,350.0,17.41,22433.33333333333
627,7,32,2020,11,2,30234.0,1,5,1,60,1956,6,1,167.68,350.0,17.41,22433.33333333333
628,4,15,2017,13,4,33545.0,1,5,1,45,1396,6,1,88.73,219.7,22.54,9733.333333333334
629,14,80,2012,12,4,42200.0,2,5,2,45,1596,5,2,79.0,104.0,17.71,4700.0
630,14,80,2012,12,4,42200.0,2,5,2,45,1596,5,2,79.0,104.0,17.71,4700.0
631,14,80,2012,12,4,42200.0,2,5,2,45,1496,5,1,79.0,104.0,17.71,4700.0
632,14,80,2012,12,4,42200.0,2,5,2,45,1496,5,1,79.0,104.0,17.71,4700.0
633,4,24,2017,13,1,48583.0,1,5,2,45,1591,6,2,121.3,151.0,17.0,12222.222222222224
634,4,27,2014,7,4,98109.0,1,5,2,35,1197,5,1,78.9,111.8,20.36,4566.666666666667
635,4,27,2011,11,4,70581.0,2,5,2,35,1197,5,1,78.9,111.7,20.36,3777.777777777778
636,9,41,2018,11,4,64194.0,1,5,2,35,998,5,1,67.0,90.0,24.07,4500.0
637,11,61,2015,13,2,87057.0,1,5,1,50,1461,5,1,83.8,200.0,19.87,8200.0
638,4,22,2012,13,4,23227.0,1,5,2,35,1086,5,1,62.1,96.1,17.92,4055.555555555556
639,7,32,2019,2,2,24564.0,1,5,2,60,1451,6,2,141.0,250.0,13.96,18888.88888888889
640,9,50,2012,11,4,39719.0,1,5,2,45,1197,5,1,85.0,113.0,18.5,4688.888888888889
641,7,32,2020,13,2,51686.0,1,5,1,60,1596,5,1,167.68,350.0,17.41,21755.555555555555
642,7,32,2020,13,2,51686.0,1,5,1,60,1596,5,1,167.68,350.0,17.41,21755.555555555555
643,7,32,2020,13,2,51686.0,1,5,1,60,1956,6,1,167.68,350.0,17.41,21755.555555555555
644,7,32,2020,13,2,51686.0,1,5,1,60,1956,6,1,167.68,350.0,17.41,21755.555555555555
645,11,61,2018,4,2,57995.0,1,5,1,50,1461,6,1,108.0,248.0,19.6,11322.222222222224
646,7,32,2020,11,2,32604.0,1,5,1,60,1596,5,1,167.68,350.0,17.41,21977.777777777777
647,7,32,2020,11,2,32604.0,1,5,1,60,1596,5,1,167.68,350.0,17.41,21977.777777777777
648,7,32,2020,11,2,32604.0,1,5,1,60,1956,6,1,167.68,350.0,17.41,21977.777777777777
649,7,32,2020,11,2,32604.0,1,5,1,60,1956,6,1,167.68,350.0,17.41,21977.777777777777
650,9,50,2012,12,4,46627.0,1,5,2,45,1197,5,1,85.0,113.0,18.5,4577.777777777777
651,3,10,2017,7,1,45868.0,1,5,2,40,1497,5,1,117.6,145.0,17.4,9755.555555555557
652,9,50,2013,5,4,68876.0,1,5,2,43,1197,5,1,85.0,113.0,18.5,4766.666666666667
653,2,4,2013,13,2,47068.0,1,5,2,52,1499,6,2,109.0,140.0,16.5,7866.666666666667
654,2,4,2014,13,2,48060.0,1,5,2,52,999,5,1,123.37,170.0,18.88,7533.333333333333
655,9,41,2016,9,4,80307.0,2,5,2,35,998,5,1,67.0,90.0,24.07,3622.222222222222
656,9,41,2013,11,4,29217.0,1,5,2,35,998,5,1,67.1,90.0,20.92,3733.3333333333335
657,7,32,2019,2,2,28787.0,1,5,2,60,1451,6,2,141.0,250.0,15.81,17655.555555555555
658,9,49,2014,12,3,57964.0,2,8,2,36,796,4,1,34.0,59.0,16.8,3722.222222222222
659,9,50,2011,7,4,54318.0,2,5,2,45,1197,5,1,85.0,113.0,18.5,4088.8888888888887
660,4,27,2014,7,4,55319.0,1,5,2,35,1197,5,1,78.9,111.8,20.36,4877.777777777777
661,2,4,2018,12,2,39105.0,1,5,2,52,1496,6,2,120.69,149.0,14.7,11844.444444444443
662,7,32,2021,13,2,49279.0,1,5,1,60,1596,5,1,167.68,350.0,17.41,22044.444444444445
663,7,32,2021,13,2,49279.0,1,5,1,60,1596,5,1,167.68,350.0,17.41,22044.444444444445
664,7,32,2021,13,2,49279.0,1,5,1,60,1956,6,1,167.68,350.0,17.41,22044.444444444445
665,7,32,2021,13,2,49279.0,1,5,1,60,1956,6,1,167.68,350.0,17.41,22044.444444444445
666,4,22,2011,8,4,57259.0,2,5,2,35,1086,5,1,62.1,96.1,17.92,3644.444444444444
667,8,37,2015,12,2,66820.0,2,7,1,70,2179,6,1,140.0,330.0,15.1,11722.222222222224
668,2,6,2018,3,1,21089.0,1,5,2,42,1194,5,1,94.93,119.0,18.5,6166.666666666667
669,9,43,2014,3,4,7779.0,1,5,2,35,998,5,2,67.04,90.0,23.1,4822.222222222223
670,4,27,2011,11,4,48267.0,2,5,2,35,1197,4,2,78.9,111.8,16.95,3866.6666666666665
671,9,53,2014,7,4,48079.0,1,5,1,42,1248,5,1,74.0,190.0,22.9,6177.777777777777
672,4,18,2014,9,4,42290.0,1,5,2,43,1197,5,1,82.0,114.0,18.9,4966.666666666667
673,15,85,2014,3,4,54723.0,1,5,1,45,1498,5,2,88.0,230.0,20.18,6322.222222222223
674,11,63,2019,13,4,23160.0,1,5,2,28,799,5,2,53.0,72.0,20.71,4755.555555555556
675,4,28,2012,13,4,41191.0,1,5,2,45,1197,5,1,82.85,113.0,18.5,5055.555555555556
676,11,61,2018,7,2,18005.0,1,5,1,50,1461,6,1,108.45,245.0,19.6,12933.333333333334
677,3,10,2017,13,1,34480.0,1,5,2,40,1196,5,2,117.6,145.0,18.0,13088.888888888889
678,3,8,2019,5,1,20604.0,1,5,2,35,1199,5,1,88.76,110.0,18.6,8500.0
679,11,62,2021,7,2,9015.0,1,5,2,40,1298,5,2,71.0,96.0,19.7,9833.333333333334
680,4,15,2016,11,4,56348.0,1,5,2,45,1197,5,1,81.83,114.7,18.6,7311.111111111111
681,3,10,2018,5,1,16006.0,1,5,2,40,1196,5,2,117.6,145.0,18.0,13777.777777777776
682,4,15,2018,13,4,27617.0,1,5,2,45,1197,5,2,82.0,115.0,18.6,8355.555555555555
683,9,42,2019,7,4,17246.0,1,5,2,37,1596,5,1,81.8,113.0,21.01,9655.555555555557
684,9,42,2019,7,4,17246.0,1,5,2,37,1596,5,1,81.8,113.0,21.01,9655.555555555557
685,9,42,2019,7,4,17246.0,1,5,2,37,1197,5,1,81.8,113.0,21.01,9655.555555555557
686,9,42,2019,7,4,17246.0,1,5,2,37,1197,5,1,81.8,113.0,21.01,9655.555555555557
687,2,4,2017,5,2,73428.0,1,5,2,52,1496,6,2,120.69,149.0,14.7,9255.555555555557
688,4,24,2018,5,1,25198.0,1,5,2,45,1591,6,2,121.3,151.0,17.0,13011.111111111111
689,3,8,2020,13,1,7981.0,1,5,2,35,1199,5,1,88.76,110.0,18.6,9333.333333333334
690,4,29,2016,13,5,65232.0,2,5,1,45,1396,6,2,89.0,220.0,21.19,7844.444444444444
691,0,0,2013,7,4,52501.0,1,5,2,35,1199,5,1,79.0,108.0,18.6,3033.333333333333
692,4,15,2015,7,4,91933.0,1,5,2,45,1197,5,1,81.83,114.7,18.6,6700.0
693,4,18,2017,12,4,39437.0,1,5,2,43,1197,5,2,81.86,113.75,18.9,5788.888888888889
694,9,45,2018,13,1,50664.0,1,5,1,37,1248,5,2,74.0,190.0,28.4,8488.888888888889
695,8,37,2015,13,2,60985.0,1,7,1,70,2179,6,1,140.0,330.0,16.0,14066.666666666666
696,4,23,2020,3,2,37005.0,1,5,2,45,998,6,1,118.35,171.6,18.27,11444.444444444443
697,9,43,2015,13,4,23217.0,1,5,2,35,998,5,2,67.04,90.0,23.1,5677.777777777777
698,9,41,2017,7,4,46289.0,2,5,2,35,1798,5,1,67.1,90.0,23.95,4322.222222222223
699,11,61,2018,11,2,23783.0,1,5,1,50,1461,6,1,108.45,245.0,19.6,12633.333333333334
700,3,10,2014,5,1,55410.0,2,5,2,40,1497,5,1,117.3,145.0,17.8,6255.555555555556
701,4,26,2014,3,1,38147.0,1,5,2,43,1197,5,1,81.0,114.0,19.1,5166.666666666667
702,6,31,2019,13,2,23801.0,1,5,2,50,1353,7,1,138.0,242.0,16.8,18977.777777777777
703,9,42,2018,3,4,16123.0,1,5,2,37,1197,5,1,81.8,113.0,21.01,8344.444444444445
704,9,40,2013,10,4,22801.0,1,5,2,35,1596,5,2,48.0,69.0,22.74,3400.0
705,9,40,2013,10,4,22801.0,1,5,2,35,1596,5,2,48.0,69.0,22.74,3400.0
706,9,40,2013,10,4,22801.0,1,5,2,35,1496,5,1,48.0,69.0,22.74,3400.0
707,9,40,2013,10,4,22801.0,1,5,2,35,1496,5,1,48.0,69.0,22.74,3400.0
708,9,42,2018,3,4,16373.0,1,5,2,37,1197,5,1,81.8,113.0,21.01,8566.666666666666
709,9,44,2016,11,1,31207.0,1,5,2,43,1373,4,2,91.0,130.0,19.12,9144.444444444443
710,2,4,2019,13,2,60197.0,1,5,2,52,1496,6,2,120.69,149.0,14.7,10888.888888888889
711,3,10,2013,11,1,73382.0,1,5,2,42,1497,5,1,118.0,146.0,17.0,6344.444444444444
712,9,42,2016,3,4,62811.0,1,5,2,37,1197,5,1,81.8,113.0,21.01,6822.222222222223
713,4,29,2018,12,5,29086.0,1,5,2,45,1197,5,2,82.0,115.0,17.19,9366.666666666666
714,11,63,2018,11,4,12582.0,1,5,2,28,799,5,1,53.3,72.0,25.12,4555.555555555556
715,4,16,2017,13,4,40158.0,1,5,2,32,814,5,1,55.2,74.5,21.1,4744.444444444444
716,4,28,2013,4,4,50665.0,1,5,2,45,1197,5,1,82.85,113.0,18.5,5377.777777777777
717,4,24,2013,13,1,42283.0,1,5,2,43,1582,5,2,121.0,158.0,17.01,6911.111111111111
718,9,43,2017,12,4,79767.0,1,5,2,35,998,5,2,67.04,90.0,23.1,4700.0
719,9,44,2018,3,1,48524.0,1,5,2,43,1373,5,1,91.1,130.0,20.73,9022.222222222224
720,9,52,2021,12,4,4704.0,1,5,2,27,998,5,1,67.0,90.0,21.01,6100.0
721,9,43,2016,11,4,44272.0,1,5,2,35,998,5,2,67.04,90.0,23.1,5833.333333333333
722,4,26,2018,7,1,14197.0,1,5,2,43,1197,5,1,81.86,113.75,20.14,7877.777777777777
723,4,15,2017,3,4,57359.0,1,5,2,45,1197,5,1,81.83,114.7,18.6,8266.666666666666
724,3,10,2019,5,1,13791.0,1,5,2,40,1497,5,1,117.6,145.0,17.4,10911.111111111111
725,9,55,2016,14,2,76060.0,1,5,1,48,1248,5,2,88.5,200.0,24.3,9788.888888888889
726,13,69,2021,13,4,5389.0,1,5,2,37,1199,5,1,84.82,113.0,19.05,9266.666666666666
727,8,34,2015,2,2,64338.0,1,7,1,60,2179,5,1,120.0,280.0,15.4,10177.777777777776
